id,iac_type,iac_paths,related_files,commit_count,total_commit_count
162660511,Pulumi,"[""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/go/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/python/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/dotnet/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/examples/virtualappliance/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/provider/cmd/pulumi-resource-f5bigip/Pulumi.yaml""]","[""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/commonLicenseManageBigIq.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/partition.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/ipsecProfile.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/ipsecPolicy.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastUdpApp.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/utilities.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastTcpApp.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastHttpsApp.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/netIkePeer.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastHttpApp.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/as3.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/bigIqAs3.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/wafPolicy.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/command.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/provider.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/do.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastApplication.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/sslKeyCert.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/trafficSelector.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/netTunnel.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/fastTemplate.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/sdk/nodejs/eventServiceDiscovery.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/examples/virtualappliance/virtualappliance.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/examples/virtualappliance/loadbalancedinstances.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/examples/virtualappliance/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/provider/cmd/pulumi-resource-f5bigip/generate.go"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/162660511/provider/cmd/pulumi-resource-f5bigip/main.go""]",64,505
480565784,Pulumi,"[""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/api-websocket-lambda-dynamodb/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/cron-lambda/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/appsvc/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/apprunner/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/s3-object-lambda/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/ec2-instance/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/ecscluster/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/fargate/Pulumi.yaml"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/alb/Pulumi.yaml""]","[""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/api-websocket-lambda-dynamodb/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/cron-lambda/adapter.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/cron-lambda/lambda-handler.py"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/cron-lambda/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/appsvc/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/apprunner/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/s3-object-lambda/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/ec2-instance/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/ecscluster/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/fargate/index.ts"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/480565784/examples/alb/index.ts""]",28,135
304158171,AWS CDK,"[""/home/aluno/filtered-repositories-iac-criteria/criteria4/304158171/source/infrastructure/cdk.json""]","[""/home/aluno/filtered-repositories-iac-criteria/criteria4/304158171/source/infrastructure/app.py"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/304158171/source/infrastructure/__init__.py""]",1,50
205173590,AWS CDK,"[""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/cdk.json""]","[""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/deploy.js"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/bootstrap.js"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/copy.js"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/build.js"", ""/home/aluno/filtered-repositories-iac-criteria/criteria4/205173590/cdk/destroy.js""]",1,286
